conjunto,versao,intervencao,id_maquina,timestamp,probabilidade_original,probabilidade_alterada
teste,v2,temperatura_-0.4,M12,2026-06-02 04:00:00,0.4968758499999999,0.5082819999999999
teste,v2,temperatura_-0.4,M20,2026-06-02 04:00:00,0.5097592999999998,0.48663286249999976
teste,v2,temperatura_-0.4,M18,2026-06-02 05:00:00,0.5260487874999997,0.36098426250000004
teste,v2,temperatura_-0.4,M18,2026-06-02 07:00:00,0.5168902249999998,0.36362225000000004
teste,v2,temperatura_-0.4,M16,2026-06-02 08:00:00,0.4981692875,0.5407512374999999
teste,v2,temperatura_-0.4,M18,2026-06-02 10:00:00,0.5509282749999997,0.37210421250000003
teste,v2,temperatura_-0.4,M11,2026-06-02 11:00:00,0.609486125,0.46033812499999993
teste,v2,temperatura_-0.4,M11,2026-06-02 12:00:00,0.6060907874999999,0.4653560499999999
teste,v2,temperatura_-0.4,M16,2026-06-02 12:00:00,0.470585525,0.544491475
teste,v2,temperatura_-0.4,M16,2026-06-02 14:00:00,0.47610888749999986,0.5613917499999997
teste,v2,temperatura_-0.4,M18,2026-06-02 15:00:00,0.5073941624999999,0.40211207499999996
teste,v2,temperatura_-0.4,M16,2026-06-02 18:00:00,0.4868210249999999,0.5217727249999999
teste,v2,temperatura_-0.4,M18,2026-06-02 19:00:00,0.6290807749999997,0.47958596249999996
teste,v2,temperatura_-0.4,M18,2026-06-02 20:00:00,0.5384136249999999,0.433662925
teste,v2,temperatura_-0.4,M16,2026-06-02 21:00:00,0.4682809999999999,0.5273662749999998
teste,v2,temperatura_-0.4,M18,2026-06-02 21:00:00,0.5611133875,0.4581101
teste,v2,temperatura_-0.4,M18,2026-06-02 22:00:00,0.5298960999999999,0.47936378749999997
teste,v2,temperatura_-0.4,M16,2026-06-03 00:00:00,0.4633150125,0.5000267999999999
teste,v2,temperatura_-0.4,M18,2026-06-03 00:00:00,0.5227831999999998,0.47937724999999975
teste,v2,temperatura_-0.4,M11,2026-06-03 06:00:00,0.5929245625000001,0.48513126249999994
teste,v2,temperatura_-0.4,M16,2026-06-03 06:00:00,0.4239699874999999,0.5215901374999999
teste,v2,temperatura_-0.4,M11,2026-06-03 08:00:00,0.6277832500000001,0.48785595
teste,v2,temperatura_-0.4,M11,2026-06-03 09:00:00,0.5874257125000001,0.4543444499999999
teste,v2,temperatura_-0.4,M25,2026-06-03 09:00:00,0.5571099624999999,0.46667798749999995
teste,v2,temperatura_-0.4,M16,2026-06-03 10:00:00,0.4517077125,0.5629472874999999
teste,v2,temperatura_-0.4,M03,2026-06-03 11:00:00,0.6503930749999999,0.42918905
teste,v2,temperatura_-0.4,M16,2026-06-03 11:00:00,0.422381475,0.525908075
teste,v2,temperatura_-0.4,M11,2026-06-03 13:00:00,0.62736175,0.4891354249999999
teste,v2,temperatura_-0.4,M16,2026-06-03 14:00:00,0.4895224624999999,0.5765008124999997
teste,v2,temperatura_-0.4,M11,2026-06-03 15:00:00,0.6111289750000001,0.47185157499999997
teste,v2,temperatura_-0.4,M25,2026-06-03 15:00:00,0.5051422625000002,0.3983663875
teste,v2,temperatura_-0.4,M11,2026-06-03 16:00:00,0.5997156749999999,0.45754407499999994
teste,v2,temperatura_-0.4,M11,2026-06-03 17:00:00,0.5877360375,0.46848675
teste,v2,temperatura_-0.4,M03,2026-06-03 18:00:00,0.6080643999999998,0.3552856750000001
teste,v2,temperatura_-0.4,M11,2026-06-03 19:00:00,0.5979480249999999,0.47094718749999986
teste,v2,temperatura_-0.4,M08,2026-06-03 20:00:00,0.5624415624999998,0.42005413750000004
teste,v2,temperatura_-0.4,M11,2026-06-03 20:00:00,0.5800800875000001,0.4894073874999999
teste,v2,temperatura_-0.4,M08,2026-06-03 21:00:00,0.5334732499999999,0.42156836250000007
teste,v2,temperatura_-0.4,M11,2026-06-03 21:00:00,0.5542211499999999,0.4708881999999999
teste,v2,temperatura_-0.4,M08,2026-06-03 22:00:00,0.5492351749999999,0.4168686625000001
teste,v2,temperatura_-0.4,M11,2026-06-03 22:00:00,0.6282190125,0.49849746249999993
teste,v2,temperatura_-0.4,M03,2026-06-03 23:00:00,0.49261462499999986,0.5078632874999999
teste,v2,temperatura_-0.4,M11,2026-06-04 00:00:00,0.6075061250000001,0.47672954999999995
teste,v2,temperatura_-0.4,M25,2026-06-04 02:00:00,0.5416914124999999,0.4026866625
teste,v2,temperatura_-0.4,M25,2026-06-04 03:00:00,0.5705936875,0.44913201249999996
teste,v2,temperatura_-0.4,M25,2026-06-04 04:00:00,0.5154655125,0.37960524999999995
teste,v2,temperatura_-0.4,M25,2026-06-04 05:00:00,0.5441646749999999,0.41462223750000005
teste,v2,temperatura_-0.4,M03,2026-06-04 06:00:00,0.5123346,0.4730897624999999
teste,v2,temperatura_-0.4,M03,2026-06-04 08:00:00,0.509560775,0.4947057374999999
teste,v2,temperatura_-0.4,M11,2026-06-04 08:00:00,0.6498745499999999,0.49524427499999996
teste,v2,temperatura_-0.4,M25,2026-06-04 12:00:00,0.5136774125000001,0.48482371250000017
teste,v2,temperatura_-0.4,M03,2026-06-04 13:00:00,0.5085375125,0.49680516249999995
teste,v2,temperatura_-0.4,M25,2026-06-04 17:00:00,0.5513450625,0.4876940875
teste,v2,temperatura_-0.4,M08,2026-06-04 18:00:00,0.5014924624999998,0.3692711625
teste,v2,temperatura_-0.4,M25,2026-06-04 18:00:00,0.5275147250000002,0.4629596375
teste,v2,temperatura_-0.4,M03,2026-06-04 19:00:00,0.49920941249999984,0.5061950999999999
teste,v2,temperatura_-0.4,M03,2026-06-04 21:00:00,0.4834244999999999,0.5052057249999998
teste,v2,temperatura_-0.4,M03,2026-06-04 22:00:00,0.49222078749999987,0.5002596749999998
teste,v2,temperatura_-0.4,M25,2026-06-04 23:00:00,0.50765605,0.43150062499999997
teste,v2,temperatura_-0.4,M03,2026-06-05 03:00:00,0.4668185249999999,0.5133210374999999
teste,v2,temperatura_-0.4,M08,2026-06-05 04:00:00,0.5285234624999999,0.39785765
teste,v2,temperatura_-0.4,M08,2026-06-05 05:00:00,0.572000625,0.36013924999999997
teste,v2,temperatura_-0.4,M08,2026-06-05 06:00:00,0.5376878374999998,0.4051055625
teste,v2,temperatura_-0.4,M08,2026-06-05 08:00:00,0.5500412124999999,0.375385075
teste,v2,temperatura_-0.4,M08,2026-06-05 09:00:00,0.5773280000000001,0.4251999500000001
teste,v2,temperatura_-0.4,M03,2026-06-05 12:00:00,0.52103035,0.4503902750000002
teste,v2,temperatura_-0.4,M03,2026-06-05 13:00:00,0.5020750249999999,0.44266115
teste,v2,temperatura_-0.4,M03,2026-06-05 14:00:00,0.5027434625,0.468333075
teste,v2,temperatura_-0.4,M08,2026-06-05 16:00:00,0.5333090999999999,0.4144418749999999
teste,v2,temperatura_-0.4,M17,2026-06-05 17:00:00,0.53290025,0.41667334999999994
teste,v2,temperatura_-0.4,M23,2026-06-05 18:00:00,0.5214516499999999,0.4602447125000001
teste,v2,temperatura_-0.4,M03,2026-06-05 19:00:00,0.5080137499999998,0.44791860000000006
teste,v2,temperatura_-0.4,M03,2026-06-05 22:00:00,0.5023198749999999,0.45464452499999997
teste,v2,temperatura_-0.4,M17,2026-06-05 22:00:00,0.5044676749999999,0.3861745125
teste,v2,temperatura_-0.4,M03,2026-06-05 23:00:00,0.5021989625,0.44451383750000006
teste,v2,temperatura_-0.4,M03,2026-06-06 00:00:00,0.520546675,0.4386014375000002
teste,v2,temperatura_-0.4,M03,2026-06-06 02:00:00,0.5129587000000001,0.45914136250000015
teste,v2,temperatura_-0.4,M17,2026-06-06 02:00:00,0.6055805874999999,0.3743260875
teste,v2,temperatura_-0.4,M17,2026-06-06 06:00:00,0.6350542124999999,0.40068698750000004
teste,v2,temperatura_-0.4,M17,2026-06-06 08:00:00,0.6420555249999997,0.44468949999999996
teste,v2,temperatura_-0.4,M03,2026-06-06 09:00:00,0.496422325,0.5067383624999999
teste,v2,temperatura_-0.4,M08,2026-06-06 09:00:00,0.5271714624999999,0.42629033750000006
teste,v2,temperatura_-0.4,M17,2026-06-06 11:00:00,0.5734435875,0.4744377624999999
teste,v2,temperatura_-0.4,M03,2026-06-06 14:00:00,0.5102563375,0.4964080624999999
teste,v2,temperatura_-0.4,M02,2026-06-06 15:00:00,0.5931493124999997,0.3473213625
teste,v2,temperatura_-0.4,M17,2026-06-06 15:00:00,0.5059096125,0.31238422500000007
teste,v2,temperatura_-0.4,M23,2026-06-06 15:00:00,0.499159925,0.5225515624999999
teste,v2,temperatura_-0.4,M02,2026-06-06 17:00:00,0.5340929875,0.3426733375
teste,v2,temperatura_-0.4,M17,2026-06-06 17:00:00,0.6029707624999998,0.4389853875
teste,v2,temperatura_-0.4,M25,2026-06-07 00:00:00,0.4861834125000001,0.5309810125000001
teste,v2,temperatura_-0.4,M10,2026-06-07 01:00:00,0.5005392500000001,0.4468380375000002
teste,v2,temperatura_-0.4,M21,2026-06-07 07:00:00,0.5073818874999997,0.4584612874999999
teste,v2,temperatura_-0.4,M17,2026-06-07 08:00:00,0.6023823625,0.49401818749999993
teste,v2,temperatura_-0.4,M03,2026-06-07 10:00:00,0.4873856624999999,0.5126632874999999
teste,v2,temperatura_-0.4,M02,2026-06-07 15:00:00,0.5492408375000001,0.424255025
teste,v2,temperatura_-0.4,M02,2026-06-07 19:00:00,0.6232268124999998,0.3443209374999999
teste,v2,temperatura_-0.4,M03,2026-06-07 19:00:00,0.49491197499999984,0.5149810375
teste,v2,temperatura_-0.4,M02,2026-06-07 21:00:00,0.6579408874999998,0.3638011249999999
teste,v2,temperatura_-0.4,M03,2026-06-07 21:00:00,0.49781636249999994,0.5006611249999999
teste,v2,temperatura_-0.4,M02,2026-06-07 23:00:00,0.5632055624999998,0.35452671250000006
teste,v2,temperatura_+0.4,M11,2026-06-01 01:00:00,0.4546408250000001,0.530359875
teste,v2,temperatura_+0.4,M24,2026-06-01 02:00:00,0.3975703875000001,0.6151276374999999
teste,v2,temperatura_+0.4,M01,2026-06-01 04:00:00,0.37585797500000007,0.5205968750000001
teste,v2,temperatura_+0.4,M01,2026-06-01 05:00:00,0.42256630000000006,0.5716119125000001
teste,v2,temperatura_+0.4,M12,2026-06-01 07:00:00,0.45803551249999985,0.5521970374999998
teste,v2,temperatura_+0.4,M16,2026-06-01 07:00:00,0.4805975749999999,0.5296553124999999
teste,v2,temperatura_+0.4,M11,2026-06-01 08:00:00,0.4805575125,0.5273807125000001
teste,v2,temperatura_+0.4,M12,2026-06-01 08:00:00,0.4744120249999999,0.5219239874999999
teste,v2,temperatura_+0.4,M11,2026-06-01 10:00:00,0.48432782500000016,0.5116550625000001
teste,v2,temperatura_+0.4,M12,2026-06-01 10:00:00,0.455988025,0.6250028249999998
teste,v2,temperatura_+0.4,M20,2026-06-01 10:00:00,0.47282648750000006,0.5025058750000001
teste,v2,temperatura_+0.4,M11,2026-06-01 11:00:00,0.4973685125,0.5324907875000001
teste,v2,temperatura_+0.4,M06,2026-06-01 12:00:00,0.481645825,0.7076464375
teste,v2,temperatura_+0.4,M11,2026-06-01 12:00:00,0.47203522500000006,0.5156969125
teste,v2,temperatura_+0.4,M06,2026-06-01 14:00:00,0.4621829875,0.71264245
teste,v2,temperatura_+0.4,M06,2026-06-01 15:00:00,0.44742908749999993,0.6777614250000003
teste,v2,temperatura_+0.4,M06,2026-06-01 16:00:00,0.37284268749999994,0.5846894375
teste,v2,temperatura_+0.4,M16,2026-06-01 17:00:00,0.5062168874999997,0.49160974999999973
teste,v2,temperatura_+0.4,M16,2026-06-01 18:00:00,0.48946516249999983,0.5079029749999998
teste,v2,temperatura_+0.4,M12,2026-06-01 19:00:00,0.4898576125000001,0.6863057249999998
teste,v2,temperatura_+0.4,M12,2026-06-01 21:00:00,0.4883560875,0.5762119250000001
teste,v2,temperatura_+0.4,M20,2026-06-01 21:00:00,0.49665177500000013,0.5210311125
teste,v2,temperatura_+0.4,M18,2026-06-01 22:00:00,0.489328125,0.5344695624999998
teste,v2,temperatura_+0.4,M12,2026-06-02 02:00:00,0.49092192500000015,0.5831118875000001
teste,v2,temperatura_+0.4,M20,2026-06-02 02:00:00,0.4756446874999999,0.5403367249999999
teste,v2,temperatura_+0.4,M12,2026-06-02 03:00:00,0.4915939000000001,0.5725072875
teste,v2,temperatura_+0.4,M18,2026-06-02 03:00:00,0.48079847499999995,0.5261127499999999
teste,v2,temperatura_+0.4,M11,2026-06-02 04:00:00,0.3763912124999999,0.5086540125
teste,v2,temperatura_+0.4,M12,2026-06-02 04:00:00,0.4968758499999999,0.6351317875
teste,v2,temperatura_+0.4,M18,2026-06-02 04:00:00,0.49861169999999994,0.5221268999999998
teste,v2,temperatura_+0.4,M20,2026-06-02 05:00:00,0.45494614999999977,0.5696999499999998
teste,v2,temperatura_+0.4,M16,2026-06-02 06:00:00,0.50350125,0.4868444875
teste,v2,temperatura_+0.4,M18,2026-06-02 06:00:00,0.46481457499999984,0.5098125749999998
teste,v2,temperatura_+0.4,M16,2026-06-02 08:00:00,0.4981692875,0.5140531875000001
teste,v2,temperatura_+0.4,M18,2026-06-02 08:00:00,0.493913975,0.5084136625
teste,v2,temperatura_+0.4,M04,2026-06-02 09:00:00,0.4615438625000001,0.5033031000000001
teste,v2,temperatura_+0.4,M18,2026-06-02 09:00:00,0.49281272499999984,0.5262508624999997
teste,v2,temperatura_+0.4,M20,2026-06-02 09:00:00,0.4030306125000001,0.553171825
teste,v2,temperatura_+0.4,M18,2026-06-02 11:00:00,0.4892295625,0.5031733499999999
teste,v2,temperatura_+0.4,M18,2026-06-02 12:00:00,0.49203586250000003,0.5136047999999999
teste,v2,temperatura_+0.4,M23,2026-06-02 14:00:00,0.478226525,0.5151890875
teste,v2,temperatura_+0.4,M18,2026-06-02 16:00:00,0.497540025,0.5108550124999999
teste,v2,temperatura_+0.4,M20,2026-06-02 18:00:00,0.40654186250000013,0.5705579249999999
teste,v2,temperatura_+0.4,M08,2026-06-02 20:00:00,0.3088427374999999,0.5050709625
teste,v2,temperatura_+0.4,M08,2026-06-02 21:00:00,0.3283966375,0.5861539375
teste,v2,temperatura_+0.4,M08,2026-06-02 22:00:00,0.3532426125,0.5915026624999999
teste,v2,temperatura_+0.4,M08,2026-06-03 00:00:00,0.32455409999999996,0.5207029124999999
teste,v2,temperatura_+0.4,M08,2026-06-03 01:00:00,0.3895083875,0.5157948374999999
teste,v2,temperatura_+0.4,M03,2026-06-03 05:00:00,0.4274824250000001,0.5737696749999999
teste,v2,temperatura_+0.4,M16,2026-06-03 05:00:00,0.5023235624999999,0.4942609625
teste,v2,temperatura_+0.4,M03,2026-06-03 06:00:00,0.4514784999999999,0.5743489124999998
teste,v2,temperatura_+0.4,M08,2026-06-03 07:00:00,0.38221345,0.527122475
teste,v2,temperatura_+0.4,M16,2026-06-03 08:00:00,0.5126931750000001,0.4995333875000002
teste,v2,temperatura_+0.4,M08,2026-06-03 09:00:00,0.3207603124999999,0.5034766874999999
teste,v2,temperatura_+0.4,M08,2026-06-03 11:00:00,0.40091430000000006,0.5830092374999999
teste,v2,temperatura_+0.4,M03,2026-06-03 12:00:00,0.46208241249999993,0.511580425
teste,v2,temperatura_+0.4,M25,2026-06-03 13:00:00,0.4634858249999999,0.5096593125
teste,v2,temperatura_+0.4,M03,2026-06-03 14:00:00,0.4811795374999998,0.5176110124999999
teste,v2,temperatura_+0.4,M08,2026-06-03 14:00:00,0.32676775,0.5099736000000001
teste,v2,temperatura_+0.4,M25,2026-06-03 16:00:00,0.4982068,0.5072364625
teste,v2,temperatura_+0.4,M25,2026-06-03 17:00:00,0.45932091249999996,0.533537775
teste,v2,temperatura_+0.4,M08,2026-06-03 18:00:00,0.3834093250000001,0.5199996750000001
teste,v2,temperatura_+0.4,M08,2026-06-03 19:00:00,0.4033879625000001,0.561882
teste,v2,temperatura_+0.4,M25,2026-06-03 22:00:00,0.4978475874999999,0.5085949999999999
teste,v2,temperatura_+0.4,M03,2026-06-03 23:00:00,0.49261462499999986,0.5034214374999998
teste,v2,temperatura_+0.4,M25,2026-06-04 00:00:00,0.45798342499999994,0.5013873999999997
teste,v2,temperatura_+0.4,M03,2026-06-04 02:00:00,0.4719076125,0.5038248624999999
teste,v2,temperatura_+0.4,M08,2026-06-04 03:00:00,0.39541266249999996,0.5194500124999999
teste,v2,temperatura_+0.4,M08,2026-06-04 05:00:00,0.46310751250000004,0.5645686750000001
teste,v2,temperatura_+0.4,M03,2026-06-04 06:00:00,0.5123346,0.4758195625
teste,v2,temperatura_+0.4,M25,2026-06-04 06:00:00,0.44088975,0.5178330874999999
teste,v2,temperatura_+0.4,M08,2026-06-04 07:00:00,0.4767076500000001,0.5716613875
teste,v2,temperatura_+0.4,M25,2026-06-04 07:00:00,0.44039332499999995,0.5350977749999999
teste,v2,temperatura_+0.4,M25,2026-06-04 08:00:00,0.48345279999999996,0.6007268625
teste,v2,temperatura_+0.4,M08,2026-06-04 09:00:00,0.4147492375,0.5021792249999999
teste,v2,temperatura_+0.4,M08,2026-06-04 10:00:00,0.43687095000000004,0.5239836125
teste,v2,temperatura_+0.4,M25,2026-06-04 10:00:00,0.46653156250000016,0.5482160625000001
teste,v2,temperatura_+0.4,M03,2026-06-04 11:00:00,0.501177875,0.48779198749999997
teste,v2,temperatura_+0.4,M08,2026-06-04 11:00:00,0.4732264,0.5534232625000001
teste,v2,temperatura_+0.4,M25,2026-06-04 11:00:00,0.4513124125000002,0.529419575
teste,v2,temperatura_+0.4,M03,2026-06-04 12:00:00,0.5232553625,0.4862483125
teste,v2,temperatura_+0.4,M03,2026-06-04 13:00:00,0.5085375125,0.4702891374999999
teste,v2,temperatura_+0.4,M03,2026-06-04 19:00:00,0.49920941249999984,0.5058507124999998
teste,v2,temperatura_+0.4,M25,2026-06-04 19:00:00,0.4589863875000001,0.573923625
teste,v2,temperatura_+0.4,M25,2026-06-04 20:00:00,0.46107306249999996,0.5950818124999999
teste,v2,temperatura_+0.4,M08,2026-06-04 21:00:00,0.48236908749999985,0.604825975
teste,v2,temperatura_+0.4,M25,2026-06-04 21:00:00,0.49121067500000015,0.5837217124999999
teste,v2,temperatura_+0.4,M25,2026-06-04 22:00:00,0.4726734625000001,0.58799375
teste,v2,temperatura_+0.4,M03,2026-06-05 01:00:00,0.524331875,0.4738049000000001
teste,v2,temperatura_+0.4,M08,2026-06-05 02:00:00,0.4917118874999999,0.6196679125000001
teste,v2,temperatura_+0.4,M03,2026-06-05 04:00:00,0.5204728,0.49042639999999976
teste,v2,temperatura_+0.4,M03,2026-06-05 06:00:00,0.5111724750000001,0.47544141250000005
teste,v2,temperatura_+0.4,M03,2026-06-05 09:00:00,0.49442014999999984,0.5141243875
teste,v2,temperatura_+0.4,M03,2026-06-05 10:00:00,0.4915175249999999,0.5046652
teste,v2,temperatura_+0.4,M08,2026-06-05 12:00:00,0.4997233249999999,0.6264495749999999
teste,v2,temperatura_+0.4,M08,2026-06-05 14:00:00,0.48501401250000004,0.6286314625
teste,v2,temperatura_+0.4,M03,2026-06-05 15:00:00,0.486691275,0.50849985
teste,v2,temperatura_+0.4,M17,2026-06-05 16:00:00,0.4719613250000001,0.5498950625000001
teste,v2,temperatura_+0.4,M17,2026-06-05 19:00:00,0.4732734374999999,0.5897635499999999
teste,v2,temperatura_+0.4,M17,2026-06-05 21:00:00,0.49285074999999995,0.5363685999999999
teste,v2,temperatura_+0.4,M17,2026-06-06 00:00:00,0.4776250374999999,0.5002397999999999
teste,v2,temperatura_+0.4,M25,2026-06-06 00:00:00,0.5949736625000002,0.4742529000000001
teste,v2,temperatura_+0.4,M03,2026-06-06 01:00:00,0.4672066,0.503228025
teste,v2,temperatura_+0.4,M03,2026-06-06 05:00:00,0.494291325,0.5014299999999999
teste,v2,temperatura_+0.4,M03,2026-06-06 08:00:00,0.4923837999999999,0.5342446625
teste,v2,temperatura_+0.4,M03,2026-06-06 09:00:00,0.496422325,0.5398110875
teste,v2,temperatura_+0.4,M02,2026-06-06 10:00:00,0.45547245,0.5453105999999999
teste,v2,temperatura_+0.4,M03,2026-06-06 10:00:00,0.46764632500000003,0.5002443624999999
teste,v2,temperatura_+0.4,M02,2026-06-06 12:00:00,0.3988605125000001,0.5083021875
teste,v2,temperatura_+0.4,M02,2026-06-06 13:00:00,0.4921474499999999,0.5681479374999998
teste,v2,temperatura_+0.4,M10,2026-06-06 13:00:00,0.449514375,0.50441005
teste,v2,temperatura_+0.4,M02,2026-06-06 14:00:00,0.49574792499999987,0.5399635999999997
teste,v2,temperatura_+0.4,M23,2026-06-06 15:00:00,0.499159925,0.5915110124999998
teste,v2,temperatura_+0.4,M02,2026-06-06 16:00:00,0.4707334249999998,0.5538742874999997
teste,v2,temperatura_+0.4,M03,2026-06-06 16:00:00,0.46663748750000006,0.5507060125
teste,v2,temperatura_+0.4,M25,2026-06-06 22:00:00,0.5561698249999999,0.47639958749999983
teste,v2,temperatura_+0.4,M17,2026-06-07 01:00:00,0.39089251249999996,0.5534150375
teste,v2,temperatura_+0.4,M25,2026-06-07 01:00:00,0.5306053000000001,0.44553804999999985
teste,v2,temperatura_+0.4,M03,2026-06-07 02:00:00,0.5064358,0.4460380125
teste,v2,temperatura_+0.4,M21,2026-06-07 02:00:00,0.40785958749999984,0.5066114249999998
teste,v2,temperatura_+0.4,M25,2026-06-07 02:00:00,0.5332355125,0.4786096249999999
teste,v2,temperatura_+0.4,M25,2026-06-07 03:00:00,0.5490055500000001,0.45985767499999997
teste,v2,temperatura_+0.4,M02,2026-06-07 04:00:00,0.45676957500000004,0.5358347000000001
teste,v2,temperatura_+0.4,M03,2026-06-07 04:00:00,0.5101471875,0.4767909125
teste,v2,temperatura_+0.4,M17,2026-06-07 04:00:00,0.376450975,0.5392551499999999
teste,v2,temperatura_+0.4,M17,2026-06-07 05:00:00,0.36822590000000005,0.5211440625
teste,v2,temperatura_+0.4,M03,2026-06-07 06:00:00,0.507574775,0.472107675
teste,v2,temperatura_+0.4,M17,2026-06-07 06:00:00,0.35005125,0.5343533625
teste,v2,temperatura_+0.4,M25,2026-06-07 07:00:00,0.589047175,0.48517595
teste,v2,temperatura_+0.4,M02,2026-06-07 08:00:00,0.40801717500000007,0.5069466499999999
teste,v2,temperatura_+0.4,M23,2026-06-07 08:00:00,0.41259480000000004,0.52126175
teste,v2,temperatura_+0.4,M02,2026-06-07 09:00:00,0.4221730624999999,0.5294022125
teste,v2,temperatura_+0.4,M03,2026-06-07 09:00:00,0.510665175,0.47359828749999994
teste,v2,temperatura_+0.4,M23,2026-06-07 09:00:00,0.37207411249999994,0.5179066125
teste,v2,temperatura_+0.4,M02,2026-06-07 10:00:00,0.44384935,0.5351924874999998
teste,v2,temperatura_+0.4,M23,2026-06-07 10:00:00,0.47442671249999996,0.5176867624999999
teste,v2,temperatura_+0.4,M03,2026-06-07 11:00:00,0.5026816749999998,0.45772123750000004
teste,v2,temperatura_+0.4,M21,2026-06-07 11:00:00,0.46895462499999985,0.5107279124999997
teste,v2,temperatura_+0.4,M02,2026-06-07 12:00:00,0.4815406750000001,0.5825857375000001
teste,v2,temperatura_+0.4,M02,2026-06-07 13:00:00,0.3822483500000001,0.5324161000000001
teste,v2,temperatura_+0.4,M10,2026-06-07 14:00:00,0.49571667500000016,0.5473264125000001
teste,v2,temperatura_+0.4,M19,2026-06-07 15:00:00,0.4670435624999998,0.6025057499999998
teste,v2,temperatura_+0.4,M02,2026-06-07 16:00:00,0.49465916249999997,0.5372692625
teste,v2,temperatura_+0.4,M17,2026-06-07 16:00:00,0.37617778749999997,0.5625709499999998
teste,v2,temperatura_+0.4,M02,2026-06-07 17:00:00,0.4252386375,0.6274141124999999
teste,v2,temperatura_+0.4,M02,2026-06-07 18:00:00,0.4343212125,0.6414189874999999
teste,v2,temperatura_+0.4,M17,2026-06-07 18:00:00,0.41267359999999986,0.5320273749999999
teste,v2,temperatura_+0.4,M19,2026-06-07 18:00:00,0.36568049999999996,0.5371527125
teste,v2,temperatura_+0.4,M23,2026-06-07 19:00:00,0.365043425,0.5864870124999999
teste,v2,temperatura_+0.4,M23,2026-06-07 20:00:00,0.3830634875,0.5579820124999999
teste,v2,temperatura_+0.4,M03,2026-06-07 21:00:00,0.49781636249999994,0.5210923125
teste,v2,temperatura_+0.4,M23,2026-06-07 21:00:00,0.43816077499999995,0.6154196249999999
teste,v2,temperatura_+0.4,M02,2026-06-07 22:00:00,0.46088551249999987,0.5045061499999999
teste,v2,temperatura_+0.4,M23,2026-06-07 22:00:00,0.36153978750000004,0.5238855874999999
teste,v2,temperatura_+0.4,M23,2026-06-07 23:00:00,0.3951677250000001,0.5176669125
producao,v1,temperatura_-0.4,M10,2026-06-08 02:00:00,0.5087660666666668,0.47987330000000006
producao,v1,temperatura_-0.4,M10,2026-06-08 04:00:00,0.58908615,0.4944405333333334
producao,v1,temperatura_-0.4,M15,2026-06-08 13:00:00,0.5354434666666665,0.47742393333333316
producao,v1,temperatura_-0.4,M02,2026-06-08 16:00:00,0.5148392333333336,0.4692717500000001
producao,v1,temperatura_-0.4,M02,2026-06-08 17:00:00,0.5256897166666669,0.4801222333333335
producao,v1,temperatura_-0.4,M19,2026-06-08 17:00:00,0.5079029666666666,0.4779509666666666
producao,v1,temperatura_-0.4,M10,2026-06-08 21:00:00,0.556493766666667,0.46108951666666675
producao,v1,temperatura_-0.4,M05,2026-06-08 22:00:00,0.5058737666666667,0.4915770666666667
producao,v1,temperatura_-0.4,M19,2026-06-09 03:00:00,0.5124683833333331,0.4981314499999999
producao,v1,temperatura_-0.4,M19,2026-06-09 06:00:00,0.5173293499999999,0.4970235499999999
producao,v1,temperatura_-0.4,M19,2026-06-09 11:00:00,0.49326173333333323,0.5260664499999999
producao,v1,temperatura_-0.4,M15,2026-06-09 14:00:00,0.5755406999999998,0.46679751666666663
producao,v1,temperatura_-0.4,M05,2026-06-09 16:00:00,0.5586222666666665,0.4865830666666666
producao,v1,temperatura_-0.4,M05,2026-06-09 22:00:00,0.5001011000000001,0.49712125
producao,v1,temperatura_-0.4,M19,2026-06-09 22:00:00,0.521798,0.45526574999999997
producao,v1,temperatura_-0.4,M19,2026-06-09 23:00:00,0.5448611833333332,0.47274276666666654
producao,v1,temperatura_-0.4,M05,2026-06-10 06:00:00,0.5070115666666667,0.4871793666666667
producao,v1,temperatura_-0.4,M05,2026-06-10 17:00:00,0.5073581166666666,0.4625072
producao,v1,temperatura_-0.4,M19,2026-06-10 18:00:00,0.5494215166666667,0.4731898666666666
producao,v1,temperatura_-0.4,M19,2026-06-10 19:00:00,0.5000985166666665,0.42726505
producao,v1,temperatura_-0.4,M02,2026-06-11 00:00:00,0.5164847666666668,0.4362127000000001
producao,v1,temperatura_-0.4,M19,2026-06-11 05:00:00,0.5500100333333333,0.4637249333333333
producao,v1,temperatura_-0.4,M19,2026-06-11 06:00:00,0.5289013333333333,0.4485646833333333
producao,v1,temperatura_-0.4,M19,2026-06-11 11:00:00,0.5704028999999999,0.48447781666666667
producao,v1,temperatura_-0.4,M15,2026-06-11 13:00:00,0.5114875833333333,0.4648842
producao,v1,temperatura_-0.4,M15,2026-06-11 14:00:00,0.5182554,0.4944592666666666
producao,v1,temperatura_-0.4,M19,2026-06-11 20:00:00,0.5447531999999999,0.45773680000000005
producao,v1,temperatura_-0.4,M19,2026-06-12 01:00:00,0.49732365,0.5045972666666666
producao,v1,temperatura_-0.4,M03,2026-06-12 05:00:00,0.6258779833333333,0.4590343333333334
producao,v1,temperatura_-0.4,M07,2026-06-13 03:00:00,0.5000272,0.41211401666666675
producao,v1,temperatura_-0.4,M07,2026-06-13 09:00:00,0.5270514,0.4411253166666666
producao,v1,temperatura_-0.4,M19,2026-06-13 12:00:00,0.5646065333333332,0.48876039999999993
